Clabel,conductor,ainvs,rank,torsion
421246c1,421246,"[1,0,0,-179,2785]",3,1
421290d1,421290,"[1,-1,0,-1215,16681]",3,1
421312c1,421312,"[0,1,0,-9,247]",3,1
421390a1,421390,"[1,0,1,-208,306]",3,1
421421a1,421421,"[0,1,1,608,-1830]",3,1
421421h1,421421,"[1,0,1,-8555,303825]",3,1
421442b1,421442,"[1,1,1,-207,1237]",3,1
421509a1,421509,"[0,1,1,-2234,21512]",3,1
421534d1,421534,"[1,-1,1,-306,561]",3,1
421534e1,421534,"[1,1,1,-2444,-12339]",3,1
421755b1,421755,"[0,-1,1,-101,407]",3,1
421966a1,421966,"[1,0,1,-27,26]",3,1
422008c1,422008,"[0,-1,0,-220,4196]",3,1
422037a1,422037,"[0,0,1,-9849,307242]",3,1
422080a1,422080,"[0,0,0,-268,592]",3,1
422094c1,422094,"[1,0,1,-10799,431030]",3,1
422199a1,422199,"[1,-1,1,-176,-754]",3,1
422234b1,422234,"[1,-1,0,37447,1420029]",3,1
422247a1,422247,"[1,1,1,185,-184]",3,1
422247b1,422247,"[1,1,1,-127516,17473370]",3,1
422275a1,422275,"[0,1,1,-52858,4716194]",3,1
422331bc1,422331,"[0,-1,1,-153001,23885175]",3,1
422347a1,422347,"[0,-1,1,-103,160]",3,1
422552b1,422552,"[0,1,0,-8,157]",3,1
422565b1,422565,"[0,-1,1,-13120,581688]",3,1
422616a1,422616,"[0,-1,0,-72,81]",3,1
422670a1,422670,"[1,1,0,-243,-1287]",3,2
422670a2,422670,"[1,1,0,507,-6837]",3,2
422670b1,422670,"[1,1,0,-743,897]",3,2
422670b2,422670,"[1,1,0,-7493,-251553]",3,2
422679a1,422679,"[0,-1,1,-28,30]",3,1
422715a1,422715,"[0,-1,1,-970,11556]",3,1
422723a1,422723,"[0,0,1,-833,-8318]",3,1
422762d1,422762,"[1,0,1,-2435,118690]",3,1
422800k1,422800,"[0,-1,0,-3008,74512]",3,1
422876a1,422876,"[0,-1,0,-1362,19801]",3,1
422886b1,422886,"[1,0,1,-19112,1016246]",3,1
422968a1,422968,"[0,0,0,-259,679]",3,1
423078a1,423078,"[1,1,0,-1904,-29424]",3,1
423312b1,423312,"[0,-1,0,-189,1089]",3,1
423480h1,423480,"[0,1,0,-996,10080]",3,2
423480h2,423480,"[0,1,0,1704,57600]",3,2
423532a1,423532,"[0,0,0,-32,260]",3,1
423536e1,423536,"[0,-1,0,48,1984]",3,1
423558a1,423558,"[1,-1,0,-951,11501]",3,1
423682a1,423682,"[1,0,1,-2600,50772]",3,1
423694c1,423694,"[1,-1,0,-1292,18204]",3,1
423702d1,423702,"[1,-1,1,-794,5977]",3,1
423710a1,423710,"[1,0,1,-5288,146406]",3,1
423717a1,423717,"[1,1,1,-25,26]",3,1
423777a1,423777,"[0,1,1,-3684,84728]",3,1
423785a1,423785,"[0,0,1,122,1704]",3,1
423800g1,423800,"[0,-1,0,-508,11012]",3,1
423840c1,423840,"[0,-1,0,-966,11916]",3,1
423860a1,423860,"[0,1,0,-2285,-28817]",3,1
423872a1,423872,"[0,0,0,44,-224]",3,1
423956c1,423956,"[0,1,0,-1396,-9084]",3,1
424026d1,424026,"[1,-1,1,-1247,6855]",3,1
424069a1,424069,"[0,-1,1,-142,700]",3,1
424086d1,424086,"[1,0,1,-757,8324]",3,1
424146d1,424146,"[1,0,1,-310,-340]",3,1
424230c1,424230,"[1,0,1,-719,5726]",3,1
424254c1,424254,"[1,0,1,-175,902]",3,1
424309b1,424309,"[1,-1,1,-474,3354]",3,1
424378a1,424378,"[1,-1,1,-13074,578577]",3,1
424384a1,424384,"[0,0,0,-124,-176]",3,1
424398c1,424398,"[1,1,0,-890,9876]",3,1
424430d1,424430,"[1,1,1,-141,259]",3,1
424503a1,424503,"[0,0,1,-669,6642]",3,1
424512m1,424512,"[0,0,0,384,27560]",3,2
424512m2,424512,"[0,0,0,-11676,466544]",3,2
424523a1,424523,"[0,0,1,-466,3887]",3,1
424554b1,424554,"[1,1,0,-344,1296]",3,1
424579a1,424579,"[1,1,1,-34,-84]",3,1
424656d1,424656,"[0,0,0,-63,-146]",3,1
424710b1,424710,"[1,-1,0,-765,9081]",3,1
424786d1,424786,"[1,0,0,-429,1873]",3,1
424914g1,424914,"[1,1,1,-587,6905]",3,1
425117a1,425117,"[0,-1,1,-236,10218]",3,1
425130a1,425130,"[1,1,0,-173,477]",3,1
425206a1,425206,"[1,0,1,-156,2090]",3,1
425241a1,425241,"[0,0,1,-1146,14940]",3,1
425310c1,425310,"[1,0,1,-269,1892]",3,1
425325b1,425325,"[0,1,1,-5508,105644]",3,1
425354a1,425354,"[1,-1,0,-254,1624]",3,1
425430c1,425430,"[1,-1,0,-300,-1700]",3,2
425430c2,425430,"[1,-1,0,-4650,-120890]",3,2
425481a1,425481,"[0,1,1,-152,530]",3,1
425510a1,425510,"[1,1,0,-1533,22537]",3,1
425543a1,425543,"[1,0,0,-1654,25623]",3,1
425589a1,425589,"[1,0,0,-568,-5047]",3,1
425616d1,425616,"[0,-1,0,-5136,-138816]",3,1
425616p1,425616,"[0,1,0,-12432,529236]",3,1
425630a1,425630,"[1,1,1,-30516,2039413]",3,1
425650a1,425650,"[1,0,1,-726,7448]",3,1
425655a1,425655,"[0,0,1,-153,758]",3,1
425690f1,425690,"[1,0,0,59,225]",3,1
425697b1,425697,"[1,0,0,-992,12441]",3,1
425760l1,425760,"[0,1,0,-8481,298575]",3,1
425774a1,425774,"[1,0,1,-74,228]",3,1
425797a1,425797,"[0,-1,1,-155,-693]",3,1
425800c1,425800,"[0,-1,0,-113,-203]",3,1
425816b1,425816,"[0,-1,0,-11721,492877]",3,1
425831a1,425831,"[1,1,1,-74,600]",3,1
425862d1,425862,"[1,-1,0,-1131,14921]",3,1
425862e1,425862,"[1,-1,0,-2916,61236]",3,1
425870a1,425870,"[1,-1,0,-1025,-12339]",3,1
425904c1,425904,"[0,-1,0,-11224,487648]",3,1
425985b1,425985,"[0,-1,1,-1860,34256]",3,1
426010g1,426010,"[1,1,1,-2221,65379]",3,1
426039a1,426039,"[0,-1,1,-178,930]",3,1
426084c1,426084,"[0,1,0,-485,9564]",3,1
426114d1,426114,"[1,-1,0,-198,1156]",3,1
426207a1,426207,"[1,1,0,-11061,510396]",3,1
426261a1,426261,"[0,1,1,-4862,98282]",3,1
426279a1,426279,"[0,-1,1,-462,3932]",3,1
426293a1,426293,"[1,1,1,28,72]",3,1
426335c1,426335,"[1,1,1,1484,48774]",3,1
426384e1,426384,"[0,0,0,-531,5490]",3,1
426386a1,426386,"[1,0,1,-6,44]",3,1
426414b1,426414,"[1,0,1,-172,314]",3,1
426432u1,426432,"[0,1,0,-625,14639]",3,1
426440a1,426440,"[0,0,0,-628,6148]",3,1
426444a1,426444,"[0,-1,0,-90,81]",3,1
426474c1,426474,"[1,-1,0,-738,2900]",3,2
426474c2,426474,"[1,-1,0,2742,20300]",3,2
426483c1,426483,"[1,-1,1,-623,-5642]",3,1
426498g1,426498,"[1,0,1,-150,-518]",3,1
426498j1,426498,"[1,0,0,-119927,15935529]",3,1
426575a1,426575,"[0,0,1,-35,106]",3,1
426590b1,426590,"[1,-1,1,-18513,973281]",3,1
426656a1,426656,"[0,-1,0,-34,-52]",3,1
426663a1,426663,"[1,-1,1,-248,1640]",3,1
426666b1,426666,"[1,1,0,-9391,345361]",3,2
426666b2,426666,"[1,1,0,-13621,-2345]",3,2
426702a1,426702,"[1,1,0,-159,711]",3,1
426702e1,426702,"[1,1,1,-43147,3590585]",3,1
426723a1,426723,"[0,-1,1,9954,111800]",3,1
426732d1,426732,"[0,1,0,-345,5544]",3,1
426754a1,426754,"[1,-1,0,-8863,323389]",3,1
426819b1,426819,"[1,0,0,-239,1374]",3,1
426832a1,426832,"[0,0,0,-307,1090]",3,1
426866b1,426866,"[1,0,0,-53040,4700416]",3,1
426866c1,426866,"[1,0,0,1287,14329]",3,1
426923a1,426923,"[0,1,1,128,470]",3,1
426926b1,426926,"[1,-1,1,336,32019]",3,1
426926c1,426926,"[1,1,1,-736,7905]",3,1
426940a1,426940,"[0,0,0,-143,342]",3,1
426944e1,426944,"[0,1,0,-1233,16207]",3,2
426944e2,426944,"[0,1,0,-673,31551]",3,2
426975a1,426975,"[0,-1,1,242,918]",3,1
426975c1,426975,"[0,1,1,-70508,7184144]",3,1
426976a1,426976,"[0,0,0,101,-146]",3,1
426990a1,426990,"[1,1,0,-228,2832]",3,1
426990g1,426990,"[1,0,1,35151,3446872]",3,1
427015a1,427015,"[0,-1,1,-180,1056]",3,1
427024d1,427024,"[0,0,0,-971,-5510]",3,1
427216a1,427216,"[0,-1,0,-181,-871]",3,1
427266n1,427266,"[1,-1,1,-212,14775]",3,1
427274a1,427274,"[1,-1,1,-5241,147225]",3,1
427287a1,427287,"[1,1,1,-3651,85422]",3,1
427300c1,427300,"[0,-1,0,-158,817]",3,1
427346a1,427346,"[1,1,0,27,-521]",3,1
427346b1,427346,"[1,1,1,-817,11727]",3,1
427372a1,427372,"[0,1,0,15,64]",3,1
427536a1,427536,"[0,0,0,-867,2050]",3,1
427536g1,427536,"[0,0,0,-13611,608474]",3,1
427587a1,427587,"[0,1,1,-5629,160693]",3,1
427594b1,427594,"[1,0,1,-816,8894]",3,1
427632n1,427632,"[0,1,0,-1480,29444]",3,1
427632s1,427632,"[0,1,0,-50336,4319988]",3,1
427644c1,427644,"[0,0,0,-1209,20081]",3,1
427650k1,427650,"[1,1,1,-1563,24681]",3,1
427670a1,427670,"[1,0,1,-64,162]",3,1
427866a1,427866,"[1,1,0,-5709,152541]",3,1
427888a1,427888,"[0,1,0,-20,124]",3,1
427888c1,427888,"[0,1,0,-188,940]",3,1
427915c1,427915,"[0,1,1,-4595,72474]",3,1
427915c2,427915,"[0,1,1,-157095,-24014901]",3,1
428002b1,428002,"[1,0,0,481,-64295]",3,1
428010c1,428010,"[1,0,1,-1349,8372]",3,1
428034a1,428034,"[1,0,1,20,230]",3,1
428034b1,428034,"[1,0,1,-50169,4326748]",3,1
428120b1,428120,"[0,0,0,-14668,680692]",3,1
428142d1,428142,"[1,1,1,-33757,2378675]",3,1
428197a1,428197,"[0,1,1,-675988,213723620]",3,1
428226a1,428226,"[1,1,0,1204,11664]",3,1
428241a1,428241,"[1,1,1,-20,56]",3,1
428275a1,428275,"[1,-1,1,-2230,41272]",3,1
428282b1,428282,"[1,1,1,-407,1197]",3,1
428352bg1,428352,"[0,1,0,-8689,705551]",3,2
428352bg2,428352,"[0,1,0,-183649,30203807]",3,2
428374a1,428374,"[1,1,0,-40,92]",3,1
428384a1,428384,"[0,1,0,-30,484]",3,1
428478b1,428478,"[1,0,1,-215,110]",3,1
428556a1,428556,"[0,1,0,-10417,129776]",3,1
428587a1,428587,"[0,-1,1,-2136,38718]",3,1
428603b1,428603,"[0,0,1,-10045,387504]",3,1
428630a1,428630,"[1,-1,0,-4414,113848]",3,1
428694a1,428694,"[1,1,0,-158599,24244741]",3,1
428712b1,428712,"[0,1,0,-107,114]",3,1
428780a1,428780,"[0,0,0,-577,-1079]",3,1
428870a1,428870,"[1,-1,0,-115,625]",3,1
428894a1,428894,"[1,0,1,-46,144]",3,1
429014b1,429014,"[1,-1,1,-711,8511]",3,1
429015a1,429015,"[0,1,1,-1010,1064]",3,1
429055a1,429055,"[1,0,0,-10406,407711]",3,1
429074a1,429074,"[1,-1,0,-23,35]",3,1
429077b1,429077,"[0,0,1,-3452,77786]",3,1
429088f1,429088,"[0,0,0,-2249,41084]",3,1
429136a1,429136,"[0,-1,0,-192,256]",3,1
429178a1,429178,"[1,1,1,-72,265]",3,1
429368c1,429368,"[0,0,0,37,-346]",3,1
429380a1,429380,"[0,0,0,-1588,24337]",3,1
429387b1,429387,"[1,1,1,-267,1560]",3,1
429394a1,429394,"[1,1,0,-182,1060]",3,1
429455a1,429455,"[0,1,1,-7090,227744]",3,1
429486d1,429486,"[1,0,1,-3518,-75328]",3,1
429486e1,429486,"[1,0,1,-161712,25016446]",3,1
429562b1,429562,"[1,-1,0,7,165]",3,1
429624b1,429624,"[0,0,0,-4239,110034]",3,1
429630f1,429630,"[1,0,1,-2518,46508]",3,1
429632i1,429632,"[0,1,0,-8689,307887]",3,2
429632i2,429632,"[0,1,0,-4769,590911]",3,2
429688a1,429688,"[0,0,0,-3919,94834]",3,1
429698a1,429698,"[1,0,0,326,1764]",3,1
429792bb1,429792,"[0,1,0,246,6840]",3,2
429792bb2,429792,"[0,1,0,-4209,96831]",3,2
429798a1,429798,"[1,1,0,-87,405]",3,1
429816a1,429816,"[0,1,0,-1977,32139]",3,1
429824a1,429824,"[0,1,0,-179,-959]",3,2
429824a2,429824,"[0,1,0,51,-3029]",3,2
429850c1,429850,"[1,-1,0,-2417,-44259]",3,1
429852b1,429852,"[0,-1,0,26,-47]",3,1
429873a1,429873,"[0,1,1,13,167]",3,1
430084a1,430084,"[0,0,0,73,78]",3,1
430094b1,430094,"[1,0,1,45,2]",3,1
430115a1,430115,"[0,1,1,-36,-24]",3,1
430160a1,430160,"[0,1,0,-936,11764]",3,1
430208a1,430208,"[0,1,0,-221,1243]",3,1
430243a1,430243,"[1,1,0,-16,101]",3,1
430308a1,430308,"[0,0,0,36,-71]",3,1
430336d1,430336,"[0,0,0,-82,0]",3,2
430336d2,430336,"[0,0,0,328,0]",3,2
430362f1,430362,"[1,-1,1,-6116,185991]",3,1
430368a1,430368,"[0,-1,0,30,36]",3,1
430419a1,430419,"[1,1,1,-715,-7474]",3,1
430458a1,430458,"[1,1,0,-241,1285]",3,2
430458a2,430458,"[1,1,0,-661,-5015]",3,2
430480a1,430480,"[0,0,0,-163,-62]",3,1
430548e1,430548,"[0,1,0,-389,2772]",3,1
430618a1,430618,"[1,-1,1,36,2847]",3,1
430725a1,430725,"[1,1,1,-633,5886]",3,1
430938b1,430938,"[1,-1,0,1548,19440]",3,1
430938f1,430938,"[1,-1,1,-3272,131595]",3,1
430987c1,430987,"[0,1,1,17,23]",3,1
431013a1,431013,"[1,0,0,-112,701]",3,1
431039a1,431039,"[1,1,1,14,30]",3,1
431039c1,431039,"[1,0,1,-4070,4272955]",3,1
431134b1,431134,"[1,0,1,-261042,51310916]",3,1
431135e1,431135,"[0,1,1,7759,899001]",3,1
431135e2,431135,"[0,1,1,-521241,144800226]",3,1
431139a1,431139,"[1,1,1,-223,1190]",3,1
431158h1,431158,"[1,-1,1,-76449,-3020943]",3,1
431260a1,431260,"[0,0,0,-112,841]",3,1
431266a1,431266,"[1,-1,1,-87,495]",3,1
431272a1,431272,"[0,1,0,-803497,276952251]",3,1
431272b1,431272,"[0,1,0,108,1849]",3,1
431313a1,431313,"[0,-1,1,-14,170]",3,1
431352a1,431352,"[0,0,0,189,675]",3,1
431528a1,431528,"[0,1,0,-8559,301942]",3,1
431550bd1,431550,"[1,-1,0,-4317,116441]",3,1
431610b1,431610,"[1,0,1,-1074,12616]",3,1
431613a1,431613,"[1,-1,1,-8298572,9203360150]",3,2
431613a2,431613,"[1,-1,1,-8077487,9716719520]",3,2
431614a1,431614,"[1,0,1,-139,498]",3,1
431623a1,431623,"[1,-1,1,-2267277,1314595320]",3,1
431623b1,431623,"[1,-1,1,-51,30]",3,1
431644b1,431644,"[0,-1,0,3619,-3398]",3,1
431757b1,431757,"[0,0,1,-300,-1998]",3,1
431770a1,431770,"[1,0,0,29,3201]",3,1
431784b1,431784,"[0,0,0,-156,-524]",3,1
431799a1,431799,"[1,1,1,-624,5742]",3,1
431830e1,431830,"[1,0,1,-16433,1521168]",3,2
431830e2,431830,"[1,0,1,-322683,70488668]",3,2
431840c1,431840,"[0,-1,0,-2766,56980]",3,1
431910h1,431910,"[1,-1,1,-2408,44331]",3,1
431977a1,431977,"[1,1,1,23030,59220576]",3,1
432016c1,432016,"[0,1,0,-13,2535]",3,1
432102a1,432102,"[1,1,0,-51,189]",3,1
432114a1,432114,"[1,1,0,-1,109]",3,1
432114c1,432114,"[1,1,1,-25999,1602965]",3,1
432134a1,432134,"[1,0,1,-30448,2042382]",3,1
432170a1,432170,"[1,-1,0,-364,3520]",3,1
432197a1,432197,"[0,1,1,-24,-42]",3,1
432231a1,432231,"[0,-1,1,-52,-30]",3,1
432232a1,432232,"[0,1,0,-97,291]",3,1
432278g1,432278,"[1,0,0,-46404,3729424]",3,2
432278g2,432278,"[1,0,0,-736324,243131664]",3,2
432304a1,432304,"[0,0,0,-475,4234]",3,1
432326a1,432326,"[1,-1,0,-232,1408]",3,1
432326b1,432326,"[1,1,0,-1212,1300]",3,1
432334a1,432334,"[1,0,0,-160,1536]",3,1
432360a1,432360,"[0,0,0,-3423,76322]",3,2
432360a2,432360,"[0,0,0,-723,193502]",3,2
432376a1,432376,"[0,1,0,-72,181]",3,1
432441c1,432441,"[0,0,1,18,46]",3,1
432498d1,432498,"[1,0,1,-3033,67312]",3,1
432761a1,432761,"[1,1,1,-56522,5148690]",3,1
432786d1,432786,"[1,0,1,302,10712]",3,1
432786e1,432786,"[1,0,1,-2925,59320]",3,1
432786f1,432786,"[1,0,1,-196154,33282668]",3,1
432804a1,432804,"[0,1,0,-85,1004]",3,1
432814b1,432814,"[1,0,0,-972,13456]",3,1
432814b2,432814,"[1,0,0,6788,-71904]",3,1
432834b1,432834,"[1,0,1,-1007,12206]",3,1
432876c1,432876,"[0,1,0,-730,7289]",3,1
432880b1,432880,"[0,0,0,-1027,6946]",3,1
432941a1,432941,"[1,0,0,-22,49]",3,1
432942e1,432942,"[1,1,1,-11170,449711]",3,1
432955b1,432955,"[0,1,1,-251,2296]",3,1
432978e1,432978,"[1,1,0,-861,9261]",3,2
432978e2,432978,"[1,1,0,-1641,-11175]",3,2
433014c1,433014,"[1,1,0,-503,3909]",3,1
433216g1,433216,"[0,0,0,-908,198896]",3,1
433243b1,433243,"[1,-1,1,14,20]",3,1
433280g1,433280,"[0,-1,0,-2221,41045]",3,1
433344b1,433344,"[0,-1,0,-305,3441]",3,1
433344j1,433344,"[0,-1,0,-2137121,1244531649]",3,1
433352a1,433352,"[0,0,0,-164,1124]",3,1
433384a1,433384,"[0,1,0,-385,2499]",3,1
433410e1,433410,"[1,1,1,-5510,128387]",3,1
433504c1,433504,"[0,-1,0,-41809,3352385]",3,1
433542a1,433542,"[1,1,0,-902,8100]",3,1
433557a1,433557,"[1,-1,1,-86,-88]",3,1
433608a1,433608,"[0,-1,0,-817,7189]",3,1
433638d1,433638,"[1,-1,0,-4815,129789]",3,1
433638g1,433638,"[1,-1,1,-12569,448377]",3,1
433654e1,433654,"[1,1,1,-5379,156385]",3,1
433686n1,433686,"[1,0,0,-13245,606321]",3,1
433752g1,433752,"[0,1,0,-5665,164579]",3,1
433776h1,433776,"[0,-1,0,-5272,156976]",3,1
433786a1,433786,"[1,-1,0,-797,8873]",3,1
433845a1,433845,"[0,0,1,-37947,1666120]",3,1
433914c1,433914,"[1,1,1,-807,-8835]",3,1
433916a1,433916,"[0,-1,0,100,-584]",3,1
433918c1,433918,"[1,-1,1,-11946,506601]",3,1
433974e1,433974,"[1,0,1,-1105,12560]",3,1
433974g1,433974,"[1,0,1,-290164,-56671630]",3,1
434048a1,434048,"[0,0,0,-58,-164]",3,1
434048e1,434048,"[0,-1,0,-111,487]",3,1
434070a1,434070,"[1,-1,0,-2700,56700]",3,2
434070a2,434070,"[1,-1,0,-43650,3521070]",3,2
434078g1,434078,"[1,0,0,-465,-2519]",3,1
434137b1,434137,"[1,0,1,-492,-3231]",3,1
434153a1,434153,"[1,1,1,-4,30]",3,1
434208b1,434208,"[0,-1,0,22,60]",3,1
434224c1,434224,"[0,-1,0,-264,1600]",3,1
434234a1,434234,"[1,0,0,-44,208]",3,1
434420a1,434420,"[0,1,0,-6881,186400]",3,2
434420a2,434420,"[0,1,0,11844,1040260]",3,2
434421a1,434421,"[1,-1,1,778,25940]",3,2
434421a2,434421,"[1,-1,1,-9887,345890]",3,2
434450a1,434450,"[1,-1,0,-8692,313966]",3,1
434450e1,434450,"[1,-1,1,-2490,31737]",3,1
434475g1,434475,"[0,0,1,-30900,2090781]",3,1
434616a1,434616,"[0,-1,0,-1225,17101]",3,1
434760b1,434760,"[0,1,0,-2201,37515]",3,1
434830a1,434830,"[1,-1,0,-385,3025]",3,1
434894a1,434894,"[1,0,1,-1633,25252]",3,1
434946b1,434946,"[1,1,0,-4,76]",3,1
434948a1,434948,"[0,-1,0,-9565,363881]",3,1
434995a1,434995,"[0,1,1,-370,2624]",3,1
434995b1,434995,"[0,0,1,26983,5180282]",3,1
435048a1,435048,"[0,1,0,-340,3584]",3,1
435115a1,435115,"[0,1,1,-6,30]",3,1
435115d1,435115,"[0,0,1,3118,-7575]",3,1
435116d1,435116,"[0,1,0,-18069,-824969]",3,1
435165c1,435165,"[0,1,1,739,13895]",3,1
435195c1,435195,"[1,-1,1,-6353,191356]",3,1
435198a1,435198,"[1,0,1,1415,-7348]",3,1
435318f1,435318,"[1,1,1,-1727,28325]",3,1
435342m1,435342,"[1,1,1,18453,-274983]",3,1
435366a1,435366,"[1,-1,0,-2034,35424]",3,2
435366a2,435366,"[1,-1,0,-324,91854]",3,2
435414y1,435414,"[1,1,1,-1142,14195]",3,1
435468d1,435468,"[0,1,0,-690,6489]",3,1
435477a1,435477,"[1,0,0,-132,2331]",3,1
435560a1,435560,"[0,1,0,-216,1045]",3,1
435734a1,435734,"[1,0,1,-47,126]",3,1
435735a1,435735,"[0,0,1,-93,1948]",3,1
435950a1,435950,"[1,-1,0,-247,1561]",3,1
436020d1,436020,"[0,-1,0,-6985,240850]",3,1
436025c1,436025,"[0,1,1,-20333,1109244]",3,1
436096a1,436096,"[0,0,0,-308,2096]",3,1
436140b1,436140,"[0,0,0,-813,58237]",3,1
436208d1,436208,"[0,-1,0,-104,688]",3,1
436247a1,436247,"[0,1,1,-4818,139878]",3,1
436278c1,436278,"[1,0,1,-21415,1204742]",3,1
436304a1,436304,"[0,1,0,-324640,71105364]",3,1
436305d1,436305,"[1,1,1,-696,4464]",3,2
436305d2,436305,"[1,1,1,1959,33138]",3,2
436345a1,436345,"[1,0,0,-196491,33569836]",3,1
436368a1,436368,"[0,-1,0,-144,288]",3,1
436376a1,436376,"[0,1,0,47,147]",3,1
436407a1,436407,"[0,-1,1,-150,722]",3,1
436416n1,436416,"[0,1,0,-897,-5121]",3,1
436434a1,436434,"[1,0,1,-223,-418]",3,1
436438c1,436438,"[1,1,0,-10706,421940]",3,1
436460a1,436460,"[0,0,0,-16912,861316]",3,1
436474a1,436474,"[1,0,1,-487,4074]",3,1
436475c1,436475,"[0,-1,1,-8,26418]",3,1
436592c1,436592,"[0,0,0,-179,-94]",3,1
436624a1,436624,"[0,0,0,-379,2794]",3,1
436624i1,436624,"[0,1,0,-4816,-52844]",3,1
436632d1,436632,"[0,1,0,-101417,12409851]",3,1
436688b1,436688,"[0,0,0,-1519,28126]",3,1
436715a1,436715,"[1,1,1,-191,888]",3,1
436734a1,436734,"[1,-1,0,-13551,411181]",3,1
436734c1,436734,"[1,-1,0,-630,5872]",3,1
436737a1,436737,"[0,-1,1,-16,-162]",3,1
436761a1,436761,"[1,-1,1,-1229,-3706]",3,1
436773a1,436773,"[0,1,1,-110200,15386020]",3,1
436802a1,436802,"[1,0,1,21,-22]",3,1
436806b1,436806,"[1,-1,0,-63,589]",3,1
436824a1,436824,"[0,0,0,-159,706]",3,1
436828a1,436828,"[0,1,0,-1310,28009]",3,1
437057a1,437057,"[0,0,1,5,2634]",3,1
437094b1,437094,"[1,-1,0,-1044,324]",3,1
437155f1,437155,"[0,-1,1,-465,-1569]",3,1
437163a1,437163,"[0,-1,1,-144,716]",3,1
437166b1,437166,"[1,-1,0,-276,-1584]",3,1
437445b1,437445,"[1,-1,1,-1037,13186]",3,1
437463a1,437463,"[1,-1,1,-2414,46234]",3,1
437530a1,437530,"[1,0,1,-353,2256]",3,1
437626a1,437626,"[1,0,1,-32,-54]",3,1
437630b1,437630,"[1,1,0,-23757,1514989]",3,1
437675e1,437675,"[1,-1,1,-10600,422602]",3,2
437675e2,437675,"[1,-1,1,-9375,523052]",3,2
437690d1,437690,"[1,-1,0,-65,231]",3,1
437904g1,437904,"[0,0,0,-1131,14746]",3,1
437980b1,437980,"[0,-1,0,-156,760]",3,1
438010b1,438010,"[1,0,1,-4223,105378]",3,1
438022f1,438022,"[1,-1,1,-1632,29955]",3,1
438066b1,438066,"[1,-1,0,-3666,86356]",3,1
438066c1,438066,"[1,-1,0,-396,-2592]",3,1
438090a1,438090,"[1,1,0,-198,1008]",3,1
438096a1,438096,"[0,-1,0,-64,1360]",3,1
438150c1,438150,"[1,1,0,-82250,8999400]",3,1
438176a1,438176,"[0,-1,0,-154,788]",3,1
438192d1,438192,"[0,0,0,-3099,69194]",3,1
438192m1,438192,"[0,0,0,-45363,4662034]",3,1
438340a1,438340,"[0,0,0,-2008,52057]",3,1
438399a1,438399,"[0,0,1,324,-2140]",3,1
438430c1,438430,"[1,1,0,-8,412]",3,1
438445a1,438445,"[1,-1,1,-207,306]",3,1
438448e1,438448,"[0,0,0,25,118]",3,1
438571a1,438571,"[0,0,1,-17,-42]",3,1
438571b1,438571,"[0,1,1,-1057,77285]",3,1
438571c1,438571,"[1,-1,0,-229328,42327529]",3,1
438592a1,438592,"[0,0,0,-6268,191056]",3,1
438592z1,438592,"[0,0,0,1369748,-630517680]",3,2
438592z2,438592,"[0,0,0,-8000492,-6009035440]",3,2
438634a1,438634,"[1,0,1,-1109,10848]",3,1
438760b1,438760,"[0,0,0,-9607,367306]",3,1
438792b1,438792,"[0,1,0,-1975,33134]",3,1
438798b1,438798,"[1,0,1,-165,592]",3,1
438878a1,438878,"[1,-1,0,-406,3256]",3,1
438949a1,438949,"[0,0,1,-19,0]",3,1
438990e1,438990,"[1,0,1,-9998,651728]",3,1
439003a1,439003,"[0,0,1,19,0]",3,1
439070h1,439070,"[1,0,1,19826,790972]",3,1
439070h2,439070,"[1,0,1,-443049,114843372]",3,1
439242j1,439242,"[1,0,0,-225352,41190464]",3,1
439264d1,439264,"[0,0,0,-96857,11602260]",3,2
439264d2,439264,"[0,0,0,-98572,11170080]",3,2
439305a1,439305,"[1,1,1,-565,-3328]",3,1
439350e1,439350,"[1,1,0,-1225,11125]",3,2
439350e2,439350,"[1,1,0,3275,78625]",3,2
439450h1,439450,"[1,1,0,-23650,1400900]",3,1
439472c1,439472,"[0,1,0,-216,-332]",3,1
439472f1,439472,"[0,0,0,-50699,4384314]",3,1
439494h1,439494,"[1,1,1,-2145,37791]",3,1
439536e1,439536,"[0,1,0,-784,7316]",3,1
439555a1,439555,"[1,0,0,-105,202]",3,1
439568a1,439568,"[0,1,0,-21,286]",3,1
439570d1,439570,"[1,0,0,-14866,699396]",3,1
439605b1,439605,"[1,-1,1,997,11206]",3,1
439639a1,439639,"[1,0,0,-16,39]",3,1
439704a1,439704,"[0,0,0,18,405]",3,1
439704h1,439704,"[0,0,0,3705,123626]",3,1
439706a1,439706,"[1,1,0,-26,16]",3,1
439723a1,439723,"[1,-1,1,14,-28]",3,1
439755a1,439755,"[0,1,1,-11440,461944]",3,1
439760b1,439760,"[0,0,0,-163,562]",3,1
439760d1,439760,"[0,0,0,-77707,7664506]",3,1
439794b1,439794,"[1,-1,0,-118581,15746741]",3,1
439802a1,439802,"[1,0,0,-1289,19993]",3,1
439835a1,439835,"[0,1,1,-1140,14394]",3,1
439842a1,439842,"[1,0,1,-367,5126]",3,1
439869a1,439869,"[0,1,1,-6474,155738]",3,1
439872b1,439872,"[0,-1,0,-6037,182581]",3,1
439872b2,439872,"[0,-1,0,-277,506581]",3,1
439890c1,439890,"[1,1,0,107,-227]",3,2
439890c2,439890,"[1,1,0,-513,-2583]",3,2
