Clabel,conductor,ainvs,rank,torsion
153523a1,153523,"[0,0,1,-20,39]",3,1
153560e1,153560,"[0,0,0,-268,1492]",3,1
153568a1,153568,"[0,-1,0,-22,56]",3,1
153669a1,153669,"[0,-1,1,-24,50]",3,1
153749a1,153749,"[0,1,1,-42,90]",3,1
153756b1,153756,"[0,0,0,-1296,17956]",3,1
153811a1,153811,"[1,0,0,-1,132]",3,1
153853a1,153853,"[0,0,1,-409,-2520]",3,1
153853b1,153853,"[0,-1,1,-616,6088]",3,1
153872g1,153872,"[0,-1,0,264,-1088]",3,1
153909c1,153909,"[1,-1,1,-671,2720]",3,1
153936s1,153936,"[0,0,0,-171,2106]",3,1
154037b1,154037,"[0,1,1,-538,3416]",3,1
154095b1,154095,"[1,0,0,-1,380]",3,1
154122d1,154122,"[1,0,1,22,992]",3,1
154334a1,154334,"[1,1,1,-22,147]",3,1
154395c1,154395,"[0,0,1,-183,688]",3,1
154395i1,154395,"[0,0,1,-144768,21199198]",3,1
154403a1,154403,"[1,-1,1,-120,534]",3,1
154404a1,154404,"[0,0,0,-1416,20644]",3,1
154437a1,154437,"[1,0,0,-4989,-55260]",3,1
154707a1,154707,"[0,1,1,-652,4750]",3,1
154788a1,154788,"[0,-1,0,-37,289]",3,1
154905b1,154905,"[0,1,1,-346,2086]",3,1
154926o1,154926,"[1,-1,0,-1068,13724]",3,1
154952a1,154952,"[0,1,0,20,69]",3,1
154995b1,154995,"[0,-1,1,-100,156]",3,1
155034o1,155034,"[1,-1,0,-5199,145709]",3,1
155170a1,155170,"[1,-1,1,-1053,12837]",3,1
155175c1,155175,"[0,-1,1,-308,2018]",3,1
155179a1,155179,"[1,1,1,-17,12]",3,1
155382s1,155382,"[1,1,0,4,204]",3,1
155447a1,155447,"[1,0,0,-5271,39754]",3,1
155474f1,155474,"[1,1,0,-333,1369]",3,1
155522a1,155522,"[1,-1,0,-95,397]",3,1
155749a1,155749,"[1,-1,1,-1429,21142]",3,1
155835c1,155835,"[0,0,1,-213,1194]",3,1
155890m1,155890,"[1,0,1,-13149,581372]",3,1
155917a1,155917,"[1,-1,1,-51,150]",3,1
155963b1,155963,"[0,0,1,-2416,46800]",3,1
155968j1,155968,"[0,1,0,-209,1135]",3,1
156165c1,156165,"[1,0,0,-16941,863550]",3,1
156182b1,156182,"[1,0,1,-59,198]",3,1
156308a1,156308,"[0,1,0,-69,-185]",3,1
156561b1,156561,"[0,-1,1,-672,6932]",3,1
156795a1,156795,"[1,1,1,59,-112]",3,1
156845a1,156845,"[1,0,0,279,2326]",3,1
156882h1,156882,"[1,1,0,-291,-999]",3,2
156882h2,156882,"[1,1,0,-3921,-96105]",3,2
157006a1,157006,"[1,1,1,-288534,59553811]",3,1
157059a1,157059,"[0,0,1,9,56]",3,1
157068c1,157068,"[0,0,0,-309,-1091]",3,1
157126a1,157126,"[1,0,1,-462,3776]",3,1
157168n1,157168,"[0,0,0,-65107,6394930]",3,1
157194o1,157194,"[1,-1,0,-54,144]",3,1
157353b1,157353,"[0,-1,1,-512,4640]",3,1
157376g1,157376,"[0,0,0,-188,944]",3,1
157394a1,157394,"[1,0,0,-139,753]",3,1
157609a1,157609,"[1,-1,1,-174,924]",3,1
157643a1,157643,"[0,0,1,-886,10157]",3,1
157649a1,157649,"[1,0,0,-19,24]",3,1
157660a1,157660,"[0,1,0,-116,-380]",3,1
158043a1,158043,"[0,-1,1,-174,944]",3,1
158058c1,158058,"[1,-1,0,12,5840]",3,1
158179a1,158179,"[1,0,0,-60,181]",3,1
158191a1,158191,"[1,0,0,-2,19]",3,1
158198a1,158198,"[1,-1,0,-271,1773]",3,1
158255a1,158255,"[0,1,1,-280,2006]",3,1
158291a1,158291,"[0,1,1,-35,-75]",3,1
158330c1,158330,"[1,1,0,-4403,-106643]",3,1
158352j1,158352,"[0,-1,0,-472,4144]",3,1
158442f1,158442,"[1,1,1,-1375,18821]",3,1
158572b1,158572,"[0,1,0,-269,1612]",3,1
158590a1,158590,"[1,-1,1,-228,1287]",3,1
158721a1,158721,"[1,1,1,-2559,48762]",3,1
158753a1,158753,"[1,0,0,-109,408]",3,1
158859b1,158859,"[0,0,1,-14169,649242]",3,1
158859d1,158859,"[0,0,1,-183,1822]",3,1
158946j1,158946,"[1,0,1,-397,2996]",3,1
158946n1,158946,"[1,1,0,-97,-395]",3,1
158962b1,158962,"[1,0,1,-65,192]",3,1
159011a1,159011,"[1,-1,1,-24,54]",3,1
159093a1,159093,"[0,0,1,-309,1840]",3,1
159110h1,159110,"[1,0,1,-199,-678]",3,1
159277b1,159277,"[1,1,1,-3189,57382]",3,1
159402q1,159402,"[1,1,0,-152,660]",3,1
159534e1,159534,"[1,-1,0,-189,729]",3,1
159537a1,159537,"[0,-1,1,86,600]",3,1
159594i1,159594,"[1,1,0,200,484]",3,1
159605a1,159605,"[0,1,1,-860,9414]",3,1
159650o1,159650,"[1,0,1,-2126,37548]",3,1
159654l1,159654,"[1,1,1,-442,2375]",3,1
159669b1,159669,"[1,-1,1,-20,0]",3,1
159686a1,159686,"[1,0,1,8,54]",3,1
159732a1,159732,"[0,0,0,-504,4329]",3,1
159898a1,159898,"[1,-1,1,-1581,46101]",3,1
159935a1,159935,"[0,1,1,1010,4244]",3,1
159990g1,159990,"[1,1,0,-58,112]",3,1
160016e1,160016,"[0,0,0,-251,1546]",3,1
160210c1,160210,"[1,0,1,-803,9198]",3,1
160503a1,160503,"[1,1,1,-125,416]",3,1
160523b1,160523,"[1,-1,1,-307,2260]",3,1
160640f1,160640,"[0,1,0,-1785,28183]",3,1
160744d1,160744,"[0,0,0,-206,1161]",3,1
160758bc1,160758,"[1,-1,0,-126,468]",3,1
160806a1,160806,"[1,1,1,-225,1311]",3,1
160960a1,160960,"[0,0,0,-1732,29056]",3,1
160960bd1,160960,"[0,-1,0,-681,7081]",3,1
160966a1,160966,"[1,-1,1,-7836,530655]",3,1
160992a1,160992,"[0,0,0,339,-1420]",3,2
160992a2,160992,"[0,0,0,-1596,-12256]",3,2
160992m1,160992,"[0,0,0,-1317,11320]",3,2
160992m2,160992,"[0,0,0,-18732,986560]",3,2
161018e1,161018,"[1,-1,0,-229,3889]",3,1
161062d1,161062,"[1,0,1,-105,272]",3,1
161131a1,161131,"[0,1,1,-160,728]",3,1
161135f1,161135,"[0,0,1,-3358,58188]",3,1
161324a1,161324,"[0,0,0,-424,3364]",3,1
161348a1,161348,"[0,0,0,-1951,-31706]",3,1
161376a1,161376,"[0,1,0,-1585,23039]",3,1
161442d1,161442,"[1,-1,0,414,2916]",3,1
161454b1,161454,"[1,1,0,-11254,455764]",3,1
161512a1,161512,"[0,1,0,-44,16]",3,1
161664c1,161664,"[0,-1,0,-329,2265]",3,1
161685a1,161685,"[0,0,1,-417,1980]",3,1
161712l1,161712,"[0,0,0,-819,9234]",3,1
161736d1,161736,"[0,-1,0,-19,64]",3,1
161747a1,161747,"[1,-1,1,0,84]",3,1
161782a1,161782,"[1,1,1,-1739,26745]",3,1
161871a1,161871,"[0,-1,1,-893,6815]",3,1
161915a1,161915,"[1,0,0,-1,156]",3,1
161961b1,161961,"[0,-1,1,-14,44]",3,1
161978b1,161978,"[1,1,0,-43,89]",3,1
162029a1,162029,"[1,-1,1,696,4422]",3,1
162039d1,162039,"[0,-1,1,-23,35]",3,1
162139a1,162139,"[1,1,1,-82,270]",3,1
162144k1,162144,"[0,0,0,-204,1184]",3,1
162173a1,162173,"[0,1,1,-1726,29234]",3,1
162211a1,162211,"[0,0,1,-31,42]",3,1
162270h1,162270,"[1,-1,0,-90,400]",3,1
162418c1,162418,"[1,-1,0,-88,-276]",3,2
162418c2,162418,"[1,-1,0,82,-1330]",3,2
162423a1,162423,"[0,0,1,-219,1210]",3,1
162468d1,162468,"[0,0,0,-24,81]",3,1
162510f1,162510,"[1,1,0,-107,1101]",3,1
162541a1,162541,"[0,0,1,-4222,-94269]",3,1
162626e1,162626,"[1,0,1,-20024,1193478]",3,1
162638b1,162638,"[1,0,1,-232,1890]",3,1
162688d1,162688,"[0,1,0,161,40161]",3,2
162688d2,162688,"[0,1,0,-16649,803335]",3,2
162712a1,162712,"[0,0,0,-559,5074]",3,1
162753a1,162753,"[1,0,0,-47,156]",3,1
162768l1,162768,"[0,-1,0,-160,736]",3,1
162827c1,162827,"[0,0,1,-5782,169356]",3,1
162828c1,162828,"[0,0,0,-156,1289]",3,1
162918g1,162918,"[1,-1,0,-189,949]",3,1
163048d1,163048,"[0,0,0,-394,-2999]",3,1
163060a1,163060,"[0,-1,0,-65,-38]",3,1
163143b1,163143,"[1,-1,1,-401,3192]",3,1
163157a1,163157,"[0,1,1,-64,176]",3,1
163174a1,163174,"[1,0,1,-413,5112]",3,1
163368b1,163368,"[0,0,0,-444,2036]",3,1
163467b1,163467,"[1,-1,1,-1118963,455866948]",3,1
163531a1,163531,"[0,1,1,8,20]",3,1
163641a1,163641,"[0,-1,1,-90,362]",3,1
163737a1,163737,"[0,0,1,-1209,16632]",3,1
164003a1,164003,"[1,-1,1,-69,242]",3,1
164004b1,164004,"[0,-1,0,75,81]",3,1
164238b1,164238,"[1,1,1,-155,1001]",3,1
164310h1,164310,"[1,1,0,-582,4464]",3,1
164448a1,164448,"[0,0,0,-1596,26624]",3,1
164686b1,164686,"[1,-1,0,-3116,67728]",3,1
164720c1,164720,"[0,-1,0,-616,-2320]",3,1
164800g1,164800,"[0,1,0,-433,3663]",3,1
164937a1,164937,"[0,-1,1,8,30]",3,1
164944f1,164944,"[0,-1,0,-4112,-94784]",3,1
164944f2,164944,"[0,-1,0,-58192,5399744]",3,1
164952a1,164952,"[0,0,0,-39,2986]",3,1
164990b1,164990,"[1,-1,1,-933,12381]",3,1
165015c1,165015,"[0,0,1,-903,10858]",3,1
165078c1,165078,"[1,-1,0,-13488,606320]",3,1
165192e1,165192,"[0,-1,0,25,-144]",3,1
165192f1,165192,"[0,-1,0,-1364,19860]",3,1
165207a1,165207,"[0,-1,1,-154,750]",3,1
165215a1,165215,"[1,0,0,-36,91]",3,1
165392e1,165392,"[0,1,0,-64,276]",3,1
165460a1,165460,"[0,1,0,-420,3268]",3,1
165464c1,165464,"[0,0,0,-22036,9124]",3,1
165489a1,165489,"[0,1,1,-30,110]",3,1
165518a1,165518,"[1,0,0,-549,4225]",3,1
165609a1,165609,"[1,-1,1,-419,3444]",3,1
165618a1,165618,"[1,-1,1,-1742,29405]",3,1
165624e1,165624,"[0,-1,0,-27,36]",3,1
165624s1,165624,"[0,-1,0,-4756,-123116]",3,1
165650g1,165650,"[1,0,1,-126,548]",3,1
165680w1,165680,"[0,0,0,-1747,14386]",3,1
165693a1,165693,"[0,-1,1,-1127,9767]",3,1
165729a1,165729,"[0,1,1,-44,908]",3,1
165810r1,165810,"[1,1,0,-207,1089]",3,1
166146b1,166146,"[1,1,1,-80,-79]",3,1
166180a1,166180,"[0,0,0,-208,1993]",3,1
166198b1,166198,"[1,-1,0,14,16]",3,1
166210d1,166210,"[1,0,1,-19,126]",3,1
166222i1,166222,"[1,-1,0,-166,868]",3,1
166276b1,166276,"[0,-1,0,-21,529]",3,1
166299a1,166299,"[0,1,1,-530,4310]",3,1
166318a1,166318,"[1,1,1,-264,1417]",3,1
166476b1,166476,"[0,-1,0,-380,3096]",3,1
166498c1,166498,"[1,-1,0,875,14449]",3,1
166543a1,166543,"[0,1,1,-182,1260]",3,1
166634j1,166634,"[1,0,1,-2253,40952]",3,2
166634j2,166634,"[1,0,1,-1993,50832]",3,2
166700a1,166700,"[0,0,0,-535,4750]",3,1
166723a1,166723,"[1,0,0,-3,-20]",3,1
166870q1,166870,"[1,0,1,-1808,1806]",3,2
166870q2,166870,"[1,0,1,7212,16238]",3,2
166897a1,166897,"[1,-1,1,-177,1470]",3,1
166949a1,166949,"[0,0,1,-104,-408]",3,1
166953b1,166953,"[0,-1,1,128,-1800]",3,1
167026d1,167026,"[1,-1,0,-38,96]",3,1
167072a1,167072,"[0,1,0,-177,-117761]",3,1
167072d1,167072,"[0,1,0,-97,399]",3,1
167109a1,167109,"[0,1,1,-312,-1510]",3,1
167175b1,167175,"[1,-1,1,-230,4522]",3,1
167243d1,167243,"[0,1,1,-59,-39]",3,1
167282a1,167282,"[1,0,0,-235,561]",3,1
167523a1,167523,"[1,1,1,19,20]",3,1
167653a1,167653,"[1,0,0,-146,517]",3,1
167690a1,167690,"[1,0,0,-456,3136]",3,2
167690a2,167690,"[1,0,0,-2056,-33024]",3,2
167736d1,167736,"[0,-1,0,-1124,-10716]",3,2
167736d2,167736,"[0,-1,0,-16784,-831300]",3,2
167790bx1,167790,"[1,1,0,-213,1593]",3,2
167790bx2,167790,"[1,1,0,-3783,87987]",3,2
167844b1,167844,"[0,-1,0,31,-30]",3,1
167866a1,167866,"[1,0,0,-54,100]",3,1
168283a1,168283,"[0,0,1,-79,282]",3,1
168283b1,168283,"[0,-1,1,11794,-83880]",3,1
168322f1,168322,"[1,-1,0,-1093,14209]",3,1
168351a1,168351,"[0,1,1,-492,1622]",3,1
168352a1,168352,"[0,1,0,-30,-68]",3,1
168384a1,168384,"[0,1,0,-1017,12231]",3,1
168568a1,168568,"[0,0,0,-31,130]",3,1
168568c1,168568,"[0,-1,0,-724,766724]",3,1
168620a1,168620,"[0,0,0,-232,1681]",3,1
168626a1,168626,"[1,0,0,-295,2121]",3,1
168642a1,168642,"[1,-1,1,-272,2035]",3,1
168649a1,168649,"[0,0,1,-127,546]",3,1
168725a1,168725,"[0,1,1,-358,2444]",3,1
168725b1,168725,"[0,1,1,-8813008,10067175644]",3,1
168725e1,168725,"[0,1,1,-1283,17094]",3,1
168790b1,168790,"[1,0,1,-124,516]",3,1
168911a1,168911,"[1,-1,1,-9,24]",3,1
168914a1,168914,"[1,0,0,-105,601]",3,1
168965a1,168965,"[0,1,1,-2910,59556]",3,1
168987a1,168987,"[0,-1,1,-112,600]",3,1
169035b1,169035,"[1,1,1,-315,2022]",3,1
169134d1,169134,"[1,1,0,-16,124]",3,1
169220a1,169220,"[0,1,0,-26,25]",3,1
169314e1,169314,"[1,0,1,-265,1640]",3,1
169364b1,169364,"[0,1,0,-2061,34708]",3,1
169392h1,169392,"[0,1,0,-1160,10644]",3,1
169536b1,169536,"[0,-1,0,11,133]",3,1
169570c1,169570,"[1,-1,0,-8735,316425]",3,1
169582a1,169582,"[1,-1,1,-2469,47709]",3,1
169610d1,169610,"[1,-1,0,-3004,54028]",3,1
169610f1,169610,"[1,1,0,-63,133]",3,1
169664c1,169664,"[0,1,0,-561,12463]",3,1
169670be1,169670,"[1,0,1,-84,146]",3,1
169694a1,169694,"[1,0,0,1085,25281]",3,2
169694a2,169694,"[1,0,0,-9155,281281]",3,2
169716a1,169716,"[0,1,0,-450,3969]",3,1
169778e1,169778,"[1,-1,0,167,181]",3,1
169794h1,169794,"[1,-1,0,-30,212]",3,1
169848a1,169848,"[0,0,0,-927,10530]",3,2
169848a2,169848,"[0,0,0,333,36990]",3,2
169870a1,169870,"[1,-1,1,-5502,156429]",3,1
169923a1,169923,"[1,1,1,-84,1602]",3,1
169970b1,169970,"[1,0,1,-3508,-34782]",3,1
169982a1,169982,"[1,0,0,-257,1801]",3,1
170015a1,170015,"[1,-1,1,-2007,35106]",3,1
170025a1,170025,"[0,-1,1,-8,518]",3,1
170025g1,170025,"[0,-1,1,-123,578]",3,1
170134a1,170134,"[1,0,0,-36,112]",3,1
170135a1,170135,"[1,0,0,-95,412]",3,1
170202c1,170202,"[1,1,1,-4447,112517]",3,1
170287b1,170287,"[1,0,0,-282,-1591]",3,1
170348a1,170348,"[0,1,0,-244,1380]",3,1
170364e1,170364,"[0,-1,0,-85,-194]",3,1
170364h1,170364,"[0,-1,0,-449,3810]",3,1
170469c1,170469,"[0,0,1,-168,-475]",3,1
170584a1,170584,"[0,0,0,44,4]",3,1
170595a1,170595,"[0,0,1,-3627,124760]",3,1
170603a1,170603,"[0,0,1,-55,158]",3,1
170631a1,170631,"[1,-1,1,-176,992]",3,1
170714a1,170714,"[1,-1,1,-6639,211959]",3,1
170764a1,170764,"[0,1,0,-77,484]",3,1
170835b1,170835,"[0,-1,1,44,156]",3,1
170841b1,170841,"[1,1,1,-93359,11178362]",3,1
171116a1,171116,"[0,0,0,-49,1]",3,1
171163a1,171163,"[0,1,1,-10,20]",3,1
171178a1,171178,"[1,0,0,-370,2436]",3,1
171192i1,171192,"[0,-1,0,-4425,114381]",3,1
171244a1,171244,"[0,1,0,-37,84]",3,1
171261a1,171261,"[0,0,1,-39,72]",3,1
171273a1,171273,"[0,1,1,-3904,92542]",3,1
171299a1,171299,"[1,0,0,-85,294]",3,1
171320a1,171320,"[0,0,0,-343,2458]",3,1
171479a1,171479,"[0,0,1,-2203,466872]",3,1
171544a1,171544,"[0,0,0,-106,421]",3,1
171544c1,171544,"[0,-1,0,17,-16]",3,1
171630bb1,171630,"[1,-1,0,-480,4176]",3,1
171648u1,171648,"[0,0,0,-804,4624]",3,1
171687c1,171687,"[1,1,0,-6604,203839]",3,1
171735d1,171735,"[1,1,1,-185,362]",3,1
171860a1,171860,"[0,1,0,-450,625]",3,1
171922a1,171922,"[1,-1,1,-66,321]",3,1
171931a1,171931,"[0,1,1,-24,42]",3,1
172014c1,172014,"[1,1,1,-1037,12035]",3,1
172014g1,172014,"[1,0,1,-540,2710]",3,1
172014j1,172014,"[1,1,0,-919,-11051]",3,1
172144j1,172144,"[0,1,0,-3984,104932]",3,2
172144j2,172144,"[0,1,0,-65464,6425076]",3,2
172208a1,172208,"[0,0,0,-619,3994]",3,1
172218e1,172218,"[1,1,1,-1050,12711]",3,1
172218f1,172218,"[1,1,1,41,18797]",3,1
172246a1,172246,"[1,-1,1,-144,-141]",3,1
172246e1,172246,"[1,0,1,-299,1960]",3,1
172254e1,172254,"[1,0,1,-5007,139174]",3,1
172295a1,172295,"[0,0,1,-3718,87264]",3,1
172362j1,172362,"[1,0,1,-775,7910]",3,1
172366a1,172366,"[1,0,1,-21,20]",3,1
172432a1,172432,"[0,0,0,-9179,145546]",3,1
172466j1,172466,"[1,0,1,-94,348]",3,1
172579a1,172579,"[1,-1,1,27,30]",3,1
172662g1,172662,"[1,0,1,-3683,74522]",3,1
172712a1,172712,"[0,-1,0,-44,4]",3,1
172722f1,172722,"[1,1,0,-106,376]",3,1
172842b1,172842,"[1,1,1,-337,1967]",3,1
173197a1,173197,"[0,0,1,-367,-2334]",3,1
173385a1,173385,"[0,0,1,-723,7384]",3,1
173495a1,173495,"[0,1,1,-3130,67256]",3,1
173520bs1,173520,"[0,0,0,-603,4698]",3,2
173520bs2,173520,"[0,0,0,1197,27378]",3,2
173562e1,173562,"[1,1,1,-292,1445]",3,1
173592a1,173592,"[0,0,0,-84,3076]",3,1
173701b1,173701,"[0,-1,1,-126,588]",3,1
173701c1,173701,"[0,-1,1,-2421,38100]",3,1
173727a1,173727,"[1,-1,1,-239,-1006]",3,1
173746a1,173746,"[1,1,1,41,1197]",3,1
173775b1,173775,"[0,-1,1,-3458,78968]",3,1
173806k1,173806,"[1,0,1,-18314,952380]",3,1
173808bd1,173808,"[0,0,0,-819,9586]",3,1
173896b1,173896,"[0,1,0,-124,480]",3,1
174095a1,174095,"[1,-1,1,-738,7896]",3,1
174235a1,174235,"[1,1,1,-56,144]",3,1
174249c1,174249,"[1,-1,1,-146,182]",3,1
174339a1,174339,"[1,-1,1,-299,2134]",3,1
174344f1,174344,"[0,-1,0,-385,1061]",3,1
174410f1,174410,"[1,-1,0,1445,-80475]",3,1
174456b1,174456,"[0,0,0,-291,2059]",3,1
174518a1,174518,"[1,0,0,-652,6336]",3,1
174528be1,174528,"[0,0,0,108,4320]",3,1
174537a1,174537,"[0,0,1,-147,1926]",3,1
174578a1,174578,"[1,1,1,-597,4027]",3,1
174578e1,174578,"[1,-1,0,-5926,177076]",3,1
174578f1,174578,"[1,-1,0,-55,169]",3,1
174602a1,174602,"[1,-1,1,-222,2925]",3,1
174608s1,174608,"[0,0,0,-619,6634]",3,1
174676a1,174676,"[0,-1,0,-237,-1319]",3,1
174774b1,174774,"[1,1,1,-220,4541]",3,1
174839a1,174839,"[1,1,1,-1154,14832]",3,1
174845b1,174845,"[0,1,1,-436,3416]",3,1
174915e1,174915,"[1,-1,1,13657,41006]",3,2
174915e2,174915,"[1,-1,1,-54788,369542]",3,4
174915e3,174915,"[1,-1,1,-625163,189962192]",3,2
174915e4,174915,"[1,-1,1,-579533,-169018144]",3,2
175054b1,175054,"[1,0,1,-227,1134]",3,1
175138a1,175138,"[1,-1,0,-103,445]",3,1
175147a1,175147,"[0,1,1,-574,5108]",3,1
175182q1,175182,"[1,1,0,-136,4816]",3,1
175248h1,175248,"[0,0,0,-219,1674]",3,1
175589c1,175589,"[0,0,1,-14,0]",3,1
175591c1,175591,"[1,-1,0,-25,-38]",3,1
175627a1,175627,"[0,1,1,-18,30]",3,1
175732a1,175732,"[0,1,0,-164,772]",3,1
175737a1,175737,"[0,-1,1,16,20]",3,1
175743b1,175743,"[1,-1,1,-14,294]",3,1
175802f1,175802,"[1,-1,0,-53,1069]",3,1
175822a1,175822,"[1,0,0,-689,6889]",3,1
175832b1,175832,"[0,-1,0,-177,709]",3,1
175836d1,175836,"[0,-1,0,-49,130]",3,1
175842c1,175842,"[1,-1,0,-198,1444]",3,1
175931a1,175931,"[0,-1,1,-12,30]",3,1
175931b1,175931,"[0,-1,1,-30066,2036628]",3,1
176018a1,176018,"[1,-1,1,-2892,252495]",3,1
176044a1,176044,"[0,0,0,41,526]",3,1
176046j1,176046,"[1,0,1,-7623,253882]",3,2
176046j2,176046,"[1,0,1,-2763,574642]",3,2
176080k1,176080,"[0,1,0,-2400,2500]",3,2
176080k2,176080,"[0,1,0,-27400,1732500]",3,2
176124a1,176124,"[0,1,0,-702,6561]",3,1
176358bu1,176358,"[1,1,0,-42997,3383545]",3,2
176358bu2,176358,"[1,1,0,-10887,8360595]",3,2
176439b1,176439,"[0,-1,1,-20,2]",3,1
176446c1,176446,"[1,1,1,-664,7257]",3,1
176446f1,176446,"[1,0,1,0,20]",3,1
176571a1,176571,"[0,0,1,-9,182]",3,1
176649a1,176649,"[0,1,1,-24562,1473310]",3,1
176653a1,176653,"[0,0,1,-40,95]",3,1
176678a1,176678,"[1,0,0,-150,676]",3,1
176701a1,176701,"[0,1,1,-99,501]",3,1
176770e1,176770,"[1,-1,0,-1459,22465]",3,1
176817a1,176817,"[0,-1,1,-562,5622]",3,1
176957a1,176957,"[1,1,1,-45,76]",3,1
177005c1,177005,"[1,-1,1,-33,-48]",3,1
177024i1,177024,"[0,-1,0,-345,2601]",3,1
177040h1,177040,"[0,1,0,-96,4]",3,1
177086g1,177086,"[1,0,1,2228,-98934]",3,1
177137a1,177137,"[1,-1,1,-40,48]",3,1
177198g1,177198,"[1,0,1,-578,5672]",3,1
177291b1,177291,"[1,-1,1,-137,650]",3,1
177410a1,177410,"[1,1,0,-67,221]",3,1
177639a1,177639,"[0,1,1,-770,16340]",3,1
177729c1,177729,"[0,-1,1,-64,246]",3,1
177738c1,177738,"[1,1,0,-137,585]",3,1
177790a1,177790,"[1,-1,1,-1683,26931]",3,1
177802a1,177802,"[1,0,0,-6594,206788]",3,1
177856b1,177856,"[0,-1,0,63,2401]",3,1
177910a1,177910,"[1,-1,1,-258,1281]",3,1
177959a1,177959,"[0,-1,1,-34232,-2425080]",3,1
178032l1,178032,"[0,1,0,-160,1604]",3,1
178136c1,178136,"[0,0,0,-124,436]",3,1
178171b1,178171,"[0,1,1,-29,987]",3,1
178196a1,178196,"[0,-1,0,44,104]",3,1
178198a1,178198,"[1,1,1,-145,111]",3,1
178264a1,178264,"[0,-1,0,-329,2413]",3,1
178362i1,178362,"[1,-1,0,-663,6785]",3,1
178368bh1,178368,"[0,-1,0,63,1089]",3,1
178438a1,178438,"[1,-1,1,-231,-609]",3,1
178466i1,178466,"[1,-1,0,-778,-704]",3,1
178466j1,178466,"[1,1,0,-102,340]",3,1
178540b1,178540,"[0,0,0,-188,993]",3,1
178637a1,178637,"[0,-1,1,-74,234]",3,1
178723a1,178723,"[1,-1,1,-30,66]",3,1
178792a1,178792,"[0,1,0,-49,51]",3,1
178810a1,178810,"[1,0,0,-3701,86305]",3,1
178824a1,178824,"[0,-1,0,-2457,47709]",3,1
178824b1,178824,"[0,-1,0,23,589]",3,1
178834c1,178834,"[1,0,1,-121,-228]",3,1
178850cc1,178850,"[1,0,1,-1251,21998]",3,1
178882d1,178882,"[1,-1,0,-1322834,585941624]",3,1
178912b1,178912,"[0,-1,0,-66,232]",3,1
178955a1,178955,"[0,1,1,-750,3906]",3,1
178998a1,178998,"[1,1,0,-102,360]",3,1
179018a1,179018,"[1,0,0,-595,21921]",3,1
179034a1,179034,"[1,0,0,-7540,246416]",3,1
179062f1,179062,"[1,0,1,-53,-108]",3,1
179148a1,179148,"[0,-1,0,196,-2376]",3,1
179193a1,179193,"[0,-1,1,-5896,265278]",3,1
179213a1,179213,"[1,0,0,-28,51]",3,1
179256f1,179256,"[0,-1,0,-1540,23716]",3,2
179256f2,179256,"[0,-1,0,-880,43516]",3,2
179346a1,179346,"[1,1,1,68,797]",3,1
179422b1,179422,"[1,-1,0,-56,128]",3,1
179558a1,179558,"[1,0,0,-72,256]",3,1
179686a1,179686,"[1,0,0,-7590,249316]",3,1
179726a1,179726,"[1,0,1,-21,44]",3,1
179735a1,179735,"[0,0,1,-148,-516]",3,1
179749a1,179749,"[0,-1,1,-14,0]",3,1
179822d1,179822,"[1,1,0,-792,-75200]",3,1
179866a1,179866,"[1,0,0,-2551,49449]",3,1
179870a1,179870,"[1,-1,1,-1917,31941]",3,1
179957a1,179957,"[0,1,1,-28,-64]",3,1
179968b1,179968,"[0,0,0,-490,5344]",3,1
180011a1,180011,"[0,-1,1,-222,1350]",3,1
180011b1,180011,"[0,-1,1,-267,3927]",3,1
180055a1,180055,"[0,0,1,-943,11148]",3,1
180055c1,180055,"[0,0,1,2,228]",3,1
180184e1,180184,"[0,-1,0,-840,-8804]",3,1
180336cn1,180336,"[0,-1,0,-640,4816]",3,2
180336cn2,180336,"[0,-1,0,-9480,358416]",3,2
180376b1,180376,"[0,1,0,-316,-432]",3,1
180414q1,180414,"[1,-1,0,-81,441]",3,1
180687a1,180687,"[0,1,1,-1022,39920]",3,1
180710g1,180710,"[1,0,1,-39,62]",3,1
180803a1,180803,"[0,0,1,-2341,43596]",3,1
180864u1,180864,"[0,0,0,-372,3760]",3,1
181068a1,181068,"[0,1,0,-1282,-4351]",3,1
181118b1,181118,"[1,0,1,-732,4814]",3,1
181136l1,181136,"[0,-1,0,-168,-752]",3,1
181167a1,181167,"[0,-1,1,-1772,28832]",3,1
181205a1,181205,"[1,1,1,115,240]",3,1
181209a1,181209,"[0,1,1,-1902,25922]",3,1
181247a1,181247,"[0,0,1,-37,-54]",3,1
181376b1,181376,"[0,0,0,-134,11404]",3,1
181376i1,181376,"[0,1,0,-27,109]",3,1
181400a1,181400,"[0,1,0,-108,688]",3,1
181408a1,181408,"[0,0,0,-104,-336]",3,1
181730a1,181730,"[1,-1,0,-2839,59245]",3,1
181731a1,181731,"[0,1,1,-2474,46592]",3,1
181731b1,181731,"[0,-1,1,1,20]",3,1
181736a1,181736,"[0,-1,0,-140,676]",3,1
181784b1,181784,"[0,0,0,4,116]",3,1
181817b1,181817,"[1,-1,1,-292,1990]",3,1
181869a1,181869,"[1,0,0,-114,333]",3,1
181882b1,181882,"[1,0,1,-20,-18]",3,1
181906b1,181906,"[1,1,0,-82,260]",3,1
182074a1,182074,"[1,-1,0,-2500,48744]",3,1
182128b1,182128,"[0,0,0,-163,834]",3,1
182151b1,182151,"[0,0,1,-120,-1233]",3,1
